Tahun,Bulan,Minggu,No,Provinsi,Kab/Kota,Indikator Perubahan Harga (%),Komoditas Andil Perubahan Harga ,Fluktuasi Harga Tertinggi,Nilai,Disparitas Harga Antar Daerah
2023,01,01,6111,KALIMANTAN BARAT,KAYONG UTARA,0.192725178,"IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,488);TAHU MENTAH(0,476);UDANG BASAH(0,374)",CABAI RAWIT,0.1266,
2023,01,01,6112,KALIMANTAN BARAT,KUBU RAYA,2.125808109,"IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(1,085);DAGING AYAM RAS(0,737);PISANG(0,41)",IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.0573,
2023,01,01,6171,KALIMANTAN BARAT,PONTIANAK,2.915180417,"DAGING AYAM RAS(0,967);BAWANG MERAH(0,438);CABAI RAWIT(0,338)",CABAI RAWIT,0.2074,
2023,01,01,6172,KALIMANTAN BARAT,SINGKAWANG,1.194709648,"BERAS(1,503);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,34);PISANG(0,214)",DAGING AYAM RAS,0.0461,
2023,01,02,6101,KALIMANTAN BARAT,SAMBAS,1.668004753,"DAGING AYAM RAS(0,151);CABAI RAWIT(0,098);BAWANG PUTIH(0,025)",CABAI MERAH,0.0972,
2023,01,02,6102,KALIMANTAN BARAT,BENGKAYANG,3.891300349,"IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,25);TAHU MENTAH(0,23);TEMPE(0,112)",CABAI MERAH,0.0588,
2023,01,02,6103,KALIMANTAN BARAT,LANDAK,1.585890418,"DAGING AYAM RAS(0,106);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,099);CABAI RAWIT(0,047)",TEPUNG TERIGU,0.0324,
2023,01,02,6104,KALIMANTAN BARAT,MEMPAWAH,2.572810842,"IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,135);DAGING AYAM RAS(0,12);CABAI RAWIT(0,084)",BAWANG MERAH,0.046,
2023,01,02,6105,KALIMANTAN BARAT,SANGGAU,1.408177919,"DAGING AYAM RAS(0,195);TELUR AYAM RAS(0,084);BAWANG PUTIH(0,015)",STABIL,0,
2023,01,02,6106,KALIMANTAN BARAT,KETAPANG,3.436077266,"IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,339);TELUR AYAM RAS(0,088);MINYAK GORENG(0,06)",IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.0916,
2023,01,02,6107,KALIMANTAN BARAT,SINTANG,1.311582472,"CABAI RAWIT(0,274);DAGING AYAM RAS(0,072);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,054)",,-,
2023,01,02,6108,KALIMANTAN BARAT,KAPUAS HULU,0.096974767,"CABAI RAWIT(0,024);GULA PASIR(0,009);CABAI MERAH(0,003)",CABAI MERAH,0.0416,
2023,01,02,6109,KALIMANTAN BARAT,SEKADAU,0.582603811,"TELUR AYAM RAS(0,099);JERUK(0,029);DAGING AYAM RAS(0,028)",BAWANG MERAH,0.074,
2023,01,02,6110,KALIMANTAN BARAT,MELAWI,3.066847823,"CABAI RAWIT(0,208);BERAS(0,203);DAGING AYAM RAS(0,067)",CABAI MERAH,0.1014,
2023,01,02,6111,KALIMANTAN BARAT,KAYONG UTARA,1.245279038,"TELUR AYAM RAS(0,241);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,034);MINYAK GORENG(0,031)",IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.0721,
2023,01,02,6112,KALIMANTAN BARAT,KUBU RAYA,3.733051793,"DAGING AYAM RAS(0,202);PISANG(0,177);CABAI RAWIT(0,102)",CABAI MERAH,0.1182,
2023,01,02,6171,KALIMANTAN BARAT,PONTIANAK,3.014403288,"DAGING AYAM RAS(0,141);BAWANG MERAH(0,094);CABAI RAWIT(0,088)",CABAI MERAH,-,
2023,01,02,6172,KALIMANTAN BARAT,SINGKAWANG,2.506096599,"BERAS(0,282);CABAI RAWIT(0,063);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,043)",CABAI MERAH,-,
2023,01,03,6101,KALIMANTAN BARAT,SAMBAS,,DATA TIDAK TERSEDIA,,,
2023,01,03,6102,KALIMANTAN BARAT,BENGKAYANG,,DATA TIDAK TERSEDIA,,,
2023,01,03,6103,KALIMANTAN BARAT,LANDAK,,DATA TIDAK TERSEDIA,,,
2023,01,03,6104,KALIMANTAN BARAT,MEMPAWAH,,DATA TIDAK TERSEDIA,,,
2023,01,03,6105,KALIMANTAN BARAT,SANGGAU,,DATA TIDAK TERSEDIA,,,
2023,01,03,6106,KALIMANTAN BARAT,KETAPANG,,DATA TIDAK TERSEDIA,,,
2023,01,03,6108,KALIMANTAN BARAT,KAPUAS HULU,,DATA TIDAK TERSEDIA,,,
2023,01,03,6109,KALIMANTAN BARAT,SEKADAU,,DATA TIDAK TERSEDIA,,,
2023,01,03,6110,KALIMANTAN BARAT,MELAWI,,DATA TIDAK TERSEDIA,,,
2023,01,03,6111,KALIMANTAN BARAT,KAYONG UTARA,,DATA TIDAK TERSEDIA,,,
2023,01,03,6112,KALIMANTAN BARAT,KUBU RAYA,,DATA TIDAK TERSEDIA,,,
2023,01,04,6101,KALIMANTAN BARAT,SAMBAS,1.710572523,"DAGING AYAM RAS(0,131);CABAI RAWIT(0,126);BAWANG MERAH(0,04)",MINYAK GORENG,0.0360473,85.21
2023,01,04,6102,KALIMANTAN BARAT,BENGKAYANG,4.365176914,"IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,281);TAHU MENTAH(0,23);TEMPE(0,112)",CABAI MERAH,0.0398173,113.35
2023,01,04,6103,KALIMANTAN BARAT,LANDAK,1.523029672,"IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,068);DAGING AYAM RAS(0,061);CABAI RAWIT(0,055)",TEMPE,0.5507511,111.64
2023,01,04,6104,KALIMANTAN BARAT,MEMPAWAH,2.354681024,"IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,108);DAGING AYAM RAS(0,106);BAWANG MERAH(0,101)",BERAS,0.0215054,109.25
2023,01,04,6105,KALIMANTAN BARAT,SANGGAU,0.939974231,"DAGING AYAM RAS(0,129);TELUR AYAM RAS(0,028);CABAI RAWIT(0,016)",UDANG BASAH,0.1090909,111.67
2023,01,04,6106,KALIMANTAN BARAT,KETAPANG,3.134769795,"IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,286);TELUR AYAM RAS(0,088);MINYAK GORENG(0,062)",IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.0689655,85.98
2023,01,04,6108,KALIMANTAN BARAT,KAPUAS HULU,0.239691129,"CABAI RAWIT(0,032);BAWANG MERAH(0,026);GULA PASIR(0,021)",STABIL,0,136.9
2023,01,04,6109,KALIMANTAN BARAT,SEKADAU,0.679189649,"TELUR AYAM RAS(0,069);JERUK(0,033);TEMPE(0,026)",MINYAK GORENG,0.1144104,119.23
2023,01,04,6110,KALIMANTAN BARAT,MELAWI,3.178845904,"CABAI RAWIT(0,209);BERAS(0,204);BAWANG MERAH(0,084)",PISANG,0.1176471,119.67
2023,01,04,6111,KALIMANTAN BARAT,KAYONG UTARA,1.593737051,"TELUR AYAM RAS(0,235);MINYAK GORENG(0,06);BAWANG MERAH(0,042)",PISANG,0.032787,99.38
2023,01,04,6112,KALIMANTAN BARAT,KUBU RAYA,3.485513616,"PISANG(0,179);DAGING AYAM RAS(0,154);CABAI RAWIT(0,092)",BAWANG PUTIH,0.1132075,100.76
2023,02,01,6101,KALIMANTAN BARAT,SAMBAS,-0.967241413,"DAGING AYAM RAS(-0,218);IKAN KEMBUNG(-0,039);CABAI RAWIT(-0,022)",MINYAK GORENG,0.0326313,
2023,02,01,6102,KALIMANTAN BARAT,BENGKAYANG,0.815874289,"CABAI RAWIT(0,07);BAWANG MERAH(0,043);IKAN KEMBUNG(0,04)",DAGING AYAM RAS,0.0119896,
2023,02,01,6103,KALIMANTAN BARAT,LANDAK,-0.378742276,"DAGING AYAM RAS(-0,183);IKAN KEMBUNG(-0,056);TELUR AYAM RAS(-0,054)",DAGING AYAM RAS,0.0675565,
2023,02,01,6104,KALIMANTAN BARAT,MEMPAWAH,-1.704877282,"IKAN KEMBUNG(-0,196);BAWANG MERAH(-0,039);DAGING AYAM RAS(-0,031)",PISANG,0.1014301,
2023,02,01,6105,KALIMANTAN BARAT,SANGGAU,-0.377225213,"UDANG BASAH(-0,101);TELUR AYAM RAS(-0,099);DAGING AYAM RAS(-0,065)",IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.0423497,
2023,02,01,6106,KALIMANTAN BARAT,KETAPANG,-0.893488974,"IKAN KEMBUNG(-0,077);DAGING AYAM RAS(-0,066);CABAI RAWIT(-0,035)",DAGING AYAM RAS,0.0373716,
2023,02,01,6108,KALIMANTAN BARAT,KAPUAS HULU,1.072203798,"BAWANG MERAH(0,095);BAWANG PUTIH(0,074);GULA PASIR(0,042)",CABAI RAWIT,0.0636887,
2023,02,01,6109,KALIMANTAN BARAT,SEKADAU,0.66728195,"BAWANG MERAH(0,16);CABAI RAWIT(0,041);GULA PASIR(0,031)",BAWANG MERAH,0.0978076,
2023,02,01,6110,KALIMANTAN BARAT,MELAWI,-0.886305992,"CABAI MERAH(-0,186);DAGING AYAM RAS(-0,144);CABAI RAWIT(-0,103)",DAGING AYAM RAS,0.0636887,
2023,02,01,6111,KALIMANTAN BARAT,KAYONG UTARA,-0.077870208,"CABAI RAWIT(-0,056);GULA PASIR(-0,029);TELUR AYAM RAS(-0,015)",IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.1530931,
2023,02,01,6112,KALIMANTAN BARAT,KUBU RAYA,-1.09148656,"DAGING AYAM RAS(-0,194);IKAN KEMBUNG(-0,07);DAGING SAPI(-0,06)",CABAI MERAH,0.0931695,
2023,02,02,6101,KALIMANTAN BARAT,SAMBAS,-1.174971773,"DAGING AYAM RAS(-0,218);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0,039);CABAI RAWIT(-0,037)",MINYAK GORENG,0.0418109,
2023,02,02,6102,KALIMANTAN BARAT,BENGKAYANG,0.846398755,"CABAI RAWIT(0,07);BAWANG MERAH(0,043);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,04)",STABIL,0,
2023,02,02,6103,KALIMANTAN BARAT,LANDAK,0.131410148,"BERAS(0,171);TAHU MENTAH(0,041);BAWANG PUTIH(0,039)",BAWANG PUTIH,0.0793801,
2023,02,02,6104,KALIMANTAN BARAT,MEMPAWAH,-0.99797387,"IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0,057);BAWANG MERAH(-0,057);DAGING AYAM RAS(-0,039)",GULA PASIR,0.0314939,
2023,02,02,6105,KALIMANTAN BARAT,SANGGAU,-1.004002913,"DAGING AYAM RAS(-0,164);UDANG BASAH(-0,101);TELUR AYAM RAS(-0,099)",MINYAK GORENG,0.0551399,
2023,02,02,6106,KALIMANTAN BARAT,KETAPANG,-0.680651951,"DAGING AYAM RAS(-0,084);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0,046);CABAI RAWIT(-0,039)",BAWANG PUTIH,0.0480875,
2023,02,02,6108,KALIMANTAN BARAT,KAPUAS HULU,0.785562698,"BAWANG MERAH(0,095);BAWANG PUTIH(0,074);GULA PASIR(0,042)",MINYAK GORENG,0.0333977,
2023,02,02,6109,KALIMANTAN BARAT,SEKADAU,0.653171533,"BAWANG MERAH(0,128);CABAI RAWIT(0,049);UDANG BASAH(0,046)",TEPUNG TERIGU,0.0721312,
2023,02,02,6110,KALIMANTAN BARAT,MELAWI,-1.228377124,"CABAI MERAH(-0,149);DAGING AYAM RAS(-0,144);CABAI RAWIT(-0,109)",CABAI MERAH,0.1786052,
2023,02,02,6111,KALIMANTAN BARAT,KAYONG UTARA,-0.32266001,"TELUR AYAM RAS(-0,082);CABAI RAWIT(-0,071);GULA PASIR(-0,029)",IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.0570544,
2023,02,02,6112,KALIMANTAN BARAT,KUBU RAYA,-0.940815647,"DAGING AYAM RAS(-0,215);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0,07);DAGING SAPI(-0,06)",MINYAK GORENG,0.0375152,
2023,02,03,6101,KALIMANTAN BARAT,SAMBAS,-1.405748385,"DAGING AYAM RAS(-0,218);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0,039);CABAI RAWIT(-0,026)",MINYAK GORENG CURAH,0.0158586,
2023,02,03,6102,KALIMANTAN BARAT,BENGKAYANG,1.092093386,"UDANG BASAH(0,055);BAWANG MERAH(0,043);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,04)","MINYAK GORENG, MINYAKITA",0.0302171,
2023,02,03,6103,KALIMANTAN BARAT,LANDAK,0.491251808,"BERAS(0,196);TAHU MENTAH(0,039);BAWANG PUTIH(0,038)",GULA PASIR,0.0302171,
2023,02,03,6104,KALIMANTAN BARAT,MEMPAWAH,-1.241374818,"BAWANG MERAH(-0,071);BERAS(-0,063);DAGING AYAM RAS(-0,052)",CABAI RAWIT,0.1190701,
2023,02,03,6105,KALIMANTAN BARAT,SANGGAU,-0.798278613,"DAGING AYAM RAS(-0,106);UDANG BASAH(-0,101);TELUR AYAM RAS(-0,096)",BERAS,0.009722,
2023,02,03,6106,KALIMANTAN BARAT,KETAPANG,-0.21713232,"DAGING AYAM RAS(-0,059);CABAI RAWIT(-0,041);TELUR AYAM RAS(-0,017)",IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.0978076,
2023,02,03,6108,KALIMANTAN BARAT,KAPUAS HULU,0.665081953,"BAWANG MERAH(0,095);BAWANG PUTIH(0,075);GULA PASIR(0,042)",MINYAK GORENG,0.0276058,
2023,02,03,6109,KALIMANTAN BARAT,SEKADAU,-0.084642999,"TELUR AYAM RAS(-0,141);DAGING AYAM RAS(-0,083);CABAI MERAH(-0,039)",CABAI RAWIT,0.1176878,
2023,02,03,6110,KALIMANTAN BARAT,MELAWI,-1.133025931,"DAGING AYAM RAS(-0,187);CABAI RAWIT(-0,152);CABAI MERAH(-0,095)",CABAI RAWIT,0.0402737,
2023,02,03,6111,KALIMANTAN BARAT,KAYONG UTARA,-0.304709134,"TELUR AYAM RAS(-0,126);CABAI RAWIT(-0,063);GULA PASIR(-0,027)",UDANG BASAH,0.0545382,
2023,02,03,6112,KALIMANTAN BARAT,KUBU RAYA,-0.918479055,"DAGING AYAM RAS(-0,192);DAGING SAPI(-0,056);CABAI RAWIT(-0,048)",BAWANG MERAH,0.2022839,
2023,02,04,6101,KALIMANTAN BARAT,SAMBAS,-1.621998528,"DAGING AYAM RAS(-1,28);TELUR AYAM RAS(-0,235);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0,23)",BAWANG MERAH,0.05,83.1
2023,02,04,6102,KALIMANTAN BARAT,BENGKAYANG,0.90799487,"UDANG BASAH(0,46);BERAS(0,278);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,218)",CABAI RAWIT,0.08,112.5
2023,02,04,6103,KALIMANTAN BARAT,LANDAK,0.667664692,"BERAS(1,36);TAHU MENTAH(0,249);BAWANG PUTIH(0,243)",CABAI RAWIT,0.04,114.8
2023,02,04,6104,KALIMANTAN BARAT,MEMPAWAH,-1.595926008,"BERAS(-0,621);BAWANG MERAH(-0,583);DAGING AYAM RAS(-0,473)",CABAI RAWIT,0.16,106.4
2023,02,04,6105,KALIMANTAN BARAT,SANGGAU,-0.447534298,"TELUR AYAM RAS(-0,583);UDANG BASAH(-0,516);DAGING AYAM RAS(-0,452)",DAGING AYAM RAS,0.04,110.2
2023,02,04,6106,KALIMANTAN BARAT,KETAPANG,0.202359335,"IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,332);BAWANG PUTIH(0,242);MINYAK GORENG(0,179)",IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.13,84.3
2023,02,04,6108,KALIMANTAN BARAT,KAPUAS HULU,0.714315288,"BAWANG MERAH(0,492);BAWANG PUTIH(0,389);GULA PASIR(0,216)",TELUR AYAM RAS,0.02,135.7
2023,02,04,6109,KALIMANTAN BARAT,SEKADAU,-0.219463169,"TELUR AYAM RAS(-0,679);DAGING AYAM RAS(-0,385);CABAI MERAH(-0,179)",CABAI RAWIT,0.12,117.4
2023,02,04,6110,KALIMANTAN BARAT,MELAWI,-1.031420586,"DAGING AYAM RAS(-1,021);CABAI RAWIT(-0,817);TELUR AYAM RAS(-0,416)",STABIL,0,116.5
2023,02,04,6111,KALIMANTAN BARAT,KAYONG UTARA,-0.614056903,"TELUR AYAM RAS(-0,641);CABAI RAWIT(-0,337);DAGING AYAM RAS(-0,251)",DAGING AYAM RAS,0.13,97.5
2023,02,04,6112,KALIMANTAN BARAT,KUBU RAYA,-0.826883876,"DAGING AYAM RAS(-1,068);CABAI RAWIT(-0,345);DAGING SAPI(-0,3)",CABAI MERAH,0.28,99
2023,03,01,6101,KALIMANTAN BARAT,SAMBAS,-0.78847459,"UDANG BASAH(-0,608);TELUR AYAM RAS(-0,536);BAWANG MERAH(-0,311)",TELUR AYAM RAS,0.01,
2023,03,01,6102,KALIMANTAN BARAT,BENGKAYANG,-1.022598989,"DAGING AYAM RAS(-0,875);CABAI RAWIT(-0,772);TELUR AYAM RAS(-0,397)",CABAI MERAH,0.04,
2023,03,01,6103,KALIMANTAN BARAT,LANDAK,-0.652422967,"TELUR AYAM RAS(-0,477);BAWANG MERAH(-0,442);MINYAK GORENG(-0,151)",BAWANG MERAH,0.04,
2023,03,01,6104,KALIMANTAN BARAT,MEMPAWAH,-0.081049477,"BERAS(-0,583);TELUR AYAM RAS(-0,505);UDANG BASAH(-0,42)",PISANG,0.09,
2023,03,01,6105,KALIMANTAN BARAT,SANGGAU,-1.290360046,"DAGING AYAM RAS(-0,511);CABAI RAWIT(-0,43);TELUR AYAM RAS(-0,263)",CABAI RAWIT,0.03,
2023,03,01,6106,KALIMANTAN BARAT,KETAPANG,-0.40829936,"BAWANG MERAH(-0,388);TELUR AYAM RAS(-0,346);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0,147)",BAWANG MERAH,0.08,
2023,03,01,6108,KALIMANTAN BARAT,KAPUAS HULU,-1.813907656,"UDANG BASAH(-0,678);BAWANG MERAH(-0,312);BAWANG PUTIH(-0,275)",STABIL,0,
2023,03,01,6109,KALIMANTAN BARAT,SEKADAU,-1.680707228,"UDANG BASAH(-1,387);BAWANG MERAH(-0,514);DAGING AYAM RAS(-0,394)",UDANG BASAH,0.38,
2023,03,01,6110,KALIMANTAN BARAT,MELAWI,0.969577768,"BERAS(0,72);CABAI RAWIT(0,606);CABAI MERAH(0,391)",CABAI RAWIT,0.1,
2023,03,01,6111,KALIMANTAN BARAT,KAYONG UTARA,-2.073627887,"DAGING AYAM RAS(-2,012);MINYAK GORENG(-0,427);BAWANG MERAH(-0,297)",UDANG BASAH,0.12,
2023,03,01,6112,KALIMANTAN BARAT,KUBU RAYA,-0.098186861,"PISANG(-0,685);BERAS(-0,313);BAWANG MERAH(-0,29)",CABAI RAWIT,0.04,
2023,03,02,6101,KALIMANTAN BARAT,SAMBAS,-0.494650279,"UDANG BASAH(-0,608);TELUR AYAM RAS(-0,488);BAWANG MERAH(-0,342)",SUSU BUBUK,0.05,
2023,03,02,6102,KALIMANTAN BARAT,BENGKAYANG,-1.03992186,"DAGING AYAM RAS(-0,875);CABAI RAWIT(-0,573);TELUR AYAM RAS(-0,397)",CABAI RAWIT,0.13,
2023,03,02,6103,KALIMANTAN BARAT,LANDAK,-0.804302614,"TELUR AYAM RAS(-0,605);BAWANG MERAH(-0,545);MINYAK GORENG(-0,138)",GULA PASIR,0.04,
2023,03,02,6104,KALIMANTAN BARAT,MEMPAWAH,0.229310046,"IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,538);CABAI RAWIT(0,537);PISANG(0,331)",CABAI RAWIT,0.12,
2023,03,02,6105,KALIMANTAN BARAT,SANGGAU,-1.057856325,"CABAI RAWIT(-0,496);CABAI MERAH(-0,3);TELUR AYAM RAS(-0,282)",BAWANG MERAH,0.05,
2023,03,02,6106,KALIMANTAN BARAT,KETAPANG,-0.423284781,"BAWANG MERAH(-0,427);TELUR AYAM RAS(-0,382);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0,216)",CABAI RAWIT,0.07,
2023,03,02,6108,KALIMANTAN BARAT,KAPUAS HULU,-1.719145109,"UDANG BASAH(-0,678);BAWANG MERAH(-0,312);BAWANG PUTIH(-0,25)",CABAI RAWIT,0.08,
2023,03,02,6109,KALIMANTAN BARAT,SEKADAU,-0.464037555,"UDANG BASAH(-0,802);BAWANG MERAH(-0,406);DAGING AYAM RAS(-0,087)",IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.19,
2023,03,02,6110,KALIMANTAN BARAT,MELAWI,0.623157186,"BERAS(0,802);CABAI RAWIT(0,429);CABAI MERAH(0,249)",CABAI RAWIT,0.03,
2023,03,02,6111,KALIMANTAN BARAT,KAYONG UTARA,-1.505051004,"DAGING AYAM RAS(-2,012);MINYAK GORENG(-0,48);BAWANG MERAH(-0,347)",UDANG BASAH,0.09,
2023,03,02,6112,KALIMANTAN BARAT,KUBU RAYA,-0.695081499,"PISANG(-0,685);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0,446);BERAS(-0,313)",CABAI RAWIT,0.14,
2023,03,03,6101,KALIMANTAN BARAT,SAMBAS,-0.106389244,"UDANG BASAH(-0,608);TELUR AYAM RAS(-0,376);BAWANG MERAH(-0,352)",BAWANG PUTIH,0.1,
2023,03,03,6102,KALIMANTAN BARAT,BENGKAYANG,-0.853424099,"DAGING AYAM RAS(-0,875);CABAI RAWIT(-0,408);TELUR AYAM RAS(-0,397)",SUSU BUBUK UNTUK BALITA,0.03,
2023,03,03,6103,KALIMANTAN BARAT,LANDAK,-0.194441737,"TELUR AYAM RAS(-0,537);BAWANG MERAH(-0,533);DAGING SAPI(-0,118)",TELUR AYAM RAS,0.06,
2023,03,03,6104,KALIMANTAN BARAT,MEMPAWAH,0.424612696,"CABAI RAWIT(0,742);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,538);PISANG(0,344)",CABAI MERAH,0.17,
2023,03,03,6105,KALIMANTAN BARAT,SANGGAU,-1.139530101,"CABAI RAWIT(-0,525);CABAI MERAH(-0,353);TELUR AYAM RAS(-0,339)",DAGING AYAM RAS,0.02,
2023,03,03,6106,KALIMANTAN BARAT,KETAPANG,-0.540221491,"BAWANG MERAH(-0,465);TELUR AYAM RAS(-0,394);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0,33)",IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.04,
2023,03,03,6108,KALIMANTAN BARAT,KAPUAS HULU,-1.425166322,"UDANG BASAH(-0,678);BAWANG MERAH(-0,312);CABAI MERAH(-0,212)",STABIL,0,
2023,03,03,6109,KALIMANTAN BARAT,SEKADAU,0.230141716,"TELUR AYAM RAS(0,29);CABAI MERAH(0,289);CABAI RAWIT(0,278)",TELUR AYAM RAS,0.13,
2023,03,03,6110,KALIMANTAN BARAT,MELAWI,0.671886275,"BERAS(0,775);CABAI RAWIT(0,505);CABAI MERAH(0,319)",IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.1,
2023,03,03,6111,KALIMANTAN BARAT,KAYONG UTARA,-0.967095999,"DAGING AYAM RAS(-2,012);MINYAK GORENG(-0,497);BAWANG MERAH(-0,363)",JERUK,0.05,
2023,03,03,6112,KALIMANTAN BARAT,KUBU RAYA,-1.12539798,"PISANG(-0,685);TELUR AYAM RAS(-0,421);BAWANG MERAH(-0,383)",IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.23,
2023,03,04,6101,KALIMANTAN BARAT,SAMBAS,0.271607543,"IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,93);CABAI RAWIT(0,416);BAWANG PUTIH(0,102)",CABAI RAWIT,0.07,
2023,03,04,6102,KALIMANTAN BARAT,BENGKAYANG,-0.061121617,"DAGING AYAM RAS(-0,989);BAWANG MERAH(-0,369);TELUR AYAM RAS(-0,189)",IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.08,
2023,03,04,6103,KALIMANTAN BARAT,LANDAK,0.115111521,"BERAS(0,68);CABAI RAWIT(0,462);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,145)",CABAI RAWIT,0.1,
2023,03,04,6104,KALIMANTAN BARAT,MEMPAWAH,0.464025435,"CABAI RAWIT(0,742);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,538);PISANG(0,348)",CABAI RAWIT,0.19,
2023,03,04,6105,KALIMANTAN BARAT,SANGGAU,0.740392141,"CABAI RAWIT(0,963);BERAS(0,238);BAWANG PUTIH(0,109)",BAWANG MERAH,0.1,
